,source,label,key,term,IRI,Status,ERROR,,,,,,,,,,,
Juha,,M2 length,,upper molar tooth 2 occlusal surface length,FOVT:0001188,in FOVT,,,,,,,,,,,,
Juha,,M2 area,,,,,,,,,,,,,,,,
Juha,,M1 length,,upper molar tooth 1 occlusal surface length,FOVT:0001174,in FOVT,,,,,,,,,,,,
Kitty,von Dendriesch,Height (mm) [define?],,body height,OBA:VT0001253,in OBA,,,,,,,,,,,,
kitty,,TL (mm) [Total Length],,body length with tail,FOVT:0000001,in FOVT,,,,,,,,,,,,
kitty,,Total Fresh Weight (g),,body mass,OBA:VT0001259,in OBA,,,,,,,,,,,,
kitty,von Dendriesch,"Calcaneus GB; Calcaneus GB, (greatest breadth, von den Driesch 1976), mm",,calcaneus distal breadth,FOVT:0000023,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Calcaneus GL; Calcaneus GL, (greatest length, von den Driesch, 1976), mm",,calcaneus length,FOVT:0000022,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Calcaneus CALD; Calcaneus CALD, (lateral depth, Purdue 1987), mm",,calcanus distal depth,FOVT:0001048,in FOVT,,,,,,,,,,,,
kitty,,En (mm) [Ear Noth = Ear Length],,ear length to notch,FOVT:0000005,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Femur.GL,,femur length from greater trochanter to lateral condyle,FOVT:0000006,in FOVT,,,,,,,,,,,,
kitty,,HF (mm) [Hind Foot Length],,pes length,OBA:1000049,in OBA,,,,,,,,,,,,
kitty,von Dendriesch,Humerus.GLC,,humerus length from trochlea to caput,FOVT:0000008,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Humerus.GL,,humerus length from trochlea to greater tubercle,FOVT:0000009,in FOVT,,,,,,,,,,,,
kitty,,TA (mm) [Tail Length],,tail length,OBA:VT0002758,in OBA,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus Bfd,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus distal articular breadth,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Breadth astragalus of facies articularis distalis,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Breadth of astragalus distal articular surface,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus distal articular depth,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Astragalus GLI; Astragalus GLl, (greatest length of the lateral side, von den Driesch 1976), mm; Astragalus greatest length lateral",,astragalus lateral length,FOVT:0000013,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus GH,,astragalus length,FOVT:0000020,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus greatest depth medial,,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Maximal medial depth,,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Astragalus Dm; Astragalus Dm (greatest depth of the medial side, von den Driesch 1976), mm",,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus LmT,,trochlea tali length,FOVT:0001045,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Astragalus length of medial part of trochlea tali,,trochlea tali length,FOVT:0001045,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia SD; Tibia SD, (smallest breadth of the diaphysis, von den Driesch 1976), mm",,tibia diaphysis breadth,FOVT:0001008,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia Bd; Tibia Bd, (greatest breadth of the distal end, von den Driesch 1976), mm",,tibia distal breadth,FOVT:0001004,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia Dd; Tibia Dd, (greatest depth of the distal end, von den Driesch 1976), mm",,tibia distal depth,FOVT:0001005,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia GL; Tibia GL, (greatest length, von den Driesch 1976), mm",,tibia length,OBA:VT0004357,in OBA,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia Ll; Tibia Ll, (length of the lateral side, von den Driesch 1976 *note she says only in horses), mm",,tibia lateral length,FOVT:0000025,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Tibia Bp; Tibia Bp, (greatest breadth of the proximal end, von den Driesch 1976), mm",,tibia proximal breadth,FOVT:0001006,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Calcaneus Bc; Calcaneus Bc, mm",,breadth of calcaneal body,FOVT:0001078,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Calcaneus Dc; Calcaneus Dc, mm",,depth of calcaneal body,FOVT:0001082,in FOVT,,,,,,,,,,,,
kitty,,Girth (mm) [girth at chest/heart],,chest circumference,OBA:VT1000062,in OBA,,,,,,,,,,,,
kitty,,Skin weight (g),,skin mass,OBA:VT1000425,in OBA,,,,,,,,,,,,
kitty,,Weight of viscera (g),,viscera mass,FOVT:0001159,in FOVT,,,,,,,,,,,,
kitty,,Total bone weight (g),,skeletal body mass,FOVT:0001055,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Astragalus GLm; Astragalus Glm (greatest length of the medial side von den Driesch 1976), mm",,astragalus medial length,FOVT:0000016,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Atragalus Bd (greatest breadth of distal end, von den Driesch 1976), mm",,astragalus distal breadth,FOVT:0001044,in FOVT,,,,,,,,,,,,
kitty,Wolverton 2007,"Astragals AST3, intermediate length or minimum distance of the double trochlea in the proximal-distal direction (Wolverton 2008), mm",,length of astragalus along the midline,FOVT:0001077,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Calcaneum LB [change to Bc],,breadth of calcaneal body,FOVT:0001078,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Calcaneum LD [change to Dc],,depth of calcaneal body,FOVT:0001082,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,"Astragalus Dl, (depth of the lateral side, von den Driesch 1976), mm",,astragalus lateral depth,FOVT:0001042,in FOVT,,,,,,,,,,,,
kitty,von Dendriesch,Femur smallest diameter (SD),,femur diaphysis breadth,FOVT:0001027,in FOVT,,,,,,,,,,,,
Oregon FWS,,length,,body length with tail,FOVT:0000001,in FOVT,,,,,,,,,,,,
Oregon FWS,,weight,,body mass,OBA:VT0001259,in OBA,,,,,,,,,,,,
ray,Eisenmann,astragalus M3,,astragalus trochlea breadth,FOVT:0001046,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M6; calcaneum M6,,calcaneus distal breadth,FOVT:0000023,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M1; calcaneum M1,,calcaneus length,FOVT:0000022,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M4; calcaneum M4,,calcaneus proximal breadth,FOVT:0001080,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M5; calcaneum M5,,calcaneus depth,FOVT:0001081,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M3; calcaneum M3,,breadth of calcaneal body,FOVT:0001078,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M2; calcaneum M2,,calcaneus proximal length,FOVT:0001047,in FOVT,,,,,,,,,,,,
ray,Eisenmann,calc M7; calcaneum M7,,calcanus distal depth,FOVT:0001048,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astragalus M7,,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astragalus M5,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astragalus M6,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M10,,femur caput depth,FOVT:0001026,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M3,,femur diaphysis breadth,FOVT:0001027,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M7,,femur distal breadth,FOVT:0001029,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M8,,femur distal depth,FOVT:0001031,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M2,,femur length from caput to lateral condyle,FOVT:0001070,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M1,,femur length from greater trochanter to lateral condyle,FOVT:0000006,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M5,,femur proximal breadth,FOVT:0001024,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M6,,femur proximal depth,FOVT:0001030,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M9,,femur trochlea breadth,FOVT:0001032,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M9,,anterior tibial tuberosity length,FOVT:0001065,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M3; hum M3,,humerus diaphysis breadth,FOVT:0001034,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M8; hum M8,,humerus distal depth,FOVT:0001037,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M2; hum M2,,humerus length from trochlea to caput,FOVT:0000008,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M1; hum M1,,humerus length from trochlea to greater tubercle,FOVT:0000009,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M5; hum M5,,humerus proximal breadth,FOVT:0001035,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M6; hum M6,,humerus proximal depth at median tubercule,FOVT:0001066,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M7; hum M7,,humerus trochlea breadth,FOVT:0001036,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M11; hum M11,,humerus trochlear height at sagittal crest,FOVT:0001069,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astraglaus M2,,trochlea tali length,FOVT:0001045,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astragalus M1,,astragalus length,FOVT:0000020,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M9; hum M9,,humerus medial trochlear height,http://purl.obolibrary.org/obo/FOVT_0001068,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M8,,metacarpal bone of digit 3 anterior facet for the fourth carpal diameter,FOVT:0001561,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M4,,metacarpal bone of digit 3 diaphysis depth,FOVT:0001354,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M7,,metacarpal bone of digit 3 articular facet for the third carpal diameter,FOVT:0001560,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M6,,metacarpal bone of digit 3 proximal articular breadth,FOVT:0001356,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M1,,metacarpal bone of digit 3 length,OBA:0003044,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M2,,metacarpal bone of digit 3 medial length,FOVT:0001558,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M3,,metacarpal bone of digit 3 diaphysis breadth,FOVT:0001355,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mc3 M5,,metacarpal bone of digit 3 proximal articular breadth,FOVT:0001356,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M8,,metatarsal bone of digit 3 aricular facet for fourth tarsal diameter,FOVT:0001609,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M8,,metatarsal bone of digit 3 aricular facet for fourth tarsal diameter,FOVT:0001609,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M9,,metatarsal bone of digit 3 aricular facet for second tarsal diameter,FOVT:0001610,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M9,,metatarsal bone of digit 3 aricular facet for second tarsal diameter,FOVT:0001610,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M4,,metatarsal bone of digit 3 diaphysis depth,FOVT:0001605,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M4,,metatarsal bone of digit 3 diaphysis depth,FOVT:0001605,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M7,,metatarsal bone of digit 3 aricular facet for third tarsal diameter,FOVT:0001608,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M7,,metatarsal bone of digit 3 aricular facet for third tarsal diameter,FOVT:0001608,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M12,,metatarsal bone of digit 3 keel depth,FOVT:0001613,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M12,,metatarsal bone of digit 3 keel depth,FOVT:0001613,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M14,,metatarsal bone of digit 3 medial condyle depth,FOVT:0001615,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M14,,metatarsal bone of digit 3 medial condyle depth,FOVT:0001615,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M13,,metatarsal bone of digit 3 lateral condyle depth,FOVT:0001614,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M13,,metatarsal bone of digit 3 lateral condyle depth,FOVT:0001614,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M11,,metatarsal bone of digit 3 distal breadth,FOVT:0001652,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M11,,metatarsal bone of digit 3 distal breadth,FOVT:0001652,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M6,,metatarsal bone of digit 3 proximal articular depth,FOVT:0001607,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M6,,metatarsal bone of digit 3 proximal articular depth,FOVT:0001607,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M1,,metatarsal bone of digit 3 length,OBA:0002565,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M1,,metatarsal bone of digit 3 length,OBA:0002565,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M2,,metatarsal bone of digit 3 medial length,FOVT:0001603,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M2,,metatarsal bone of digit 3 medial length,FOVT:0001603,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M3,,metatarsal bone of digit 3 diaphysis breadth,FOVT:0001604,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M3,,metatarsal bone of digit 3 diaphysis breadth,FOVT:0001604,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M5,,metatarsal bone of digit 3 proximal articular breadth,FOVT:0001606,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M5,,metatarsal bone of digit 3 proximal articular breadth,FOVT:0001606,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mtiii M10,,metatarsal bone of digit 3 supra-articular breadth,FOVT:0001611,in FOVT,,,,,,,,,,,,
ray,Eisenmann,mt3 M10,,metatarsal bone of digit 3 supra-articular breadth,FOVT:0001611,in FOVT,,,,,,,,,,,,
ray,Eisenmann,humerus M10; hum M10,,humerus trochlear sulcus height,FOVT:0001067,in FOVT,,,,,,,,,,,,
ray,Eisenmann,astragalus M4,,astragalus breadth,FOVT:0000021,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M3; astragalus M3,,astragalus trochlea breadth,FOVT:0001046,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M5; astragalus M5,,astragalus distal articular breadth,FOVT:0000017,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M6; astragalus M6,,astragalus distal articular depth,FOVT:0000018,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M1; astragalus M1,,astragalus length,FOVT:0000020,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M7; astragalus M7,,astragalus medial depth,FOVT:0001043,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M2; astragalus M2,,trochlea tali length,FOVT:0001045,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ast M4; astragalus M4,,astragalus breadth,FOVT:0000021,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M3,,tibia diaphysis breadth,FOVT:0001008,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M4,,tibia diaphysis depth,FOVT:0001009,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M7,,tibia distal breadth,FOVT:0001004,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M8,,tibia distal depth,FOVT:0001005,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M1,,tibia length,OBA:VT0004357,in OBA,,,,,,,,,,,,
ray,Eisenmann,tibia M2,,tibia medial length,FOVT:0001021,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M5,,tibia proximal breadth,FOVT:0001006,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tibia M6,,tibia proximal depth,FOVT:0001007,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M1,,proximal phalanx of manual digit 3 length,OBA:0002956,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M2,,proximal phalanx of manual digit 3 anterior length,FOVT:0001680,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M3,,proximal phalanx of manual digit 3 diaphysis breadth,FOVT:0001678,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M4,,proximal phalanx of manual digit 3 proximal breadth,FOVT:0001673,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M5,,proximal phalanx of manual digit 3 proximal depth,FOVT:0001687,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M6,,proximal phalanx of manual digit 3 distal breadth,FOVT:0001676,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M7,,proximal phalanx of manual digit 3 distal articular surface breadth,FOVT:0001677,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M8,,proximal phalanx of manual digit 3 distal articular surface depth,FOVT:0001681,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M9,,proximal phalanx of manual digit 3 trigonum phalangis length,FOVT:0001682,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M10,,proximal phalanx of manual digit 3 medial supratuberosity length,FOVT:0001683,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M11,,proximal phalanx of manual digit 3 lateral supratuberosity length,FOVT:0001684,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M12,,proximal phalanx of manual digit 3 medial infratuberosity length,FOVT:0001686,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a1ph3 M13,,proximal phalanx of manual digit 3 lateral infratuberosity length,FOVT:0001685,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M1,,proximal phalanx of pedal digit 3 length,FOVT:0001688,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M2,,proximal phalanx of pedal digit 3 anterior length,FOVT:0001695,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M3,,proximal phalanx of pedal digit 3 diaphysis breadth,FOVT:0001692,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M4,,proximal phalanx of pedal digit 3 proximal breadth,FOVT:0001689,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M5,,proximal phalanx of pedal digit 3 proximal depth,FOVT:0001691,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M6,,proximal phalanx of pedal digit 3 distal breadth,FOVT:0001693,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M7,,proximal phalanx of pedal digit 3 distal articular surface breadth,FOVT:0001694,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M8,,proximal phalanx of pedal digit 3 distal articular surface depth,FOVT:0001696,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M9,,proximal phalanx of pedal digit 3 trigonum phalangis length,FOVT:0001697,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M10,,proximal phalanx of pedal digit 3 medial supratuberosity length,FOVT:0001698,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M11,,proximal phalanx of pedal digit 3 lateral supratuberosity length,FOVT:0001699,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M12,,proximal phalanx of pedal digit 3 medial infratuberosity length,FOVT:0001700,in FOVT,,,,,,,,,,,,
ray,Eisenmann,p1ph3 M13,,proximal phalanx of pedal digit 3 lateral infratuberosity length,FOVT:0001701,in FOVT,,,,,,,,,,,,
ray,Eisenmann,1ph3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M2,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M10,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M11,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M12,,,,,,,,,,,,,,,,
ray,Eisenmann,1ph3 M13,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M2,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,2ph3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M1,,middle phalanx of manual digit 3 length,OBA:0002947,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M2,,middle phalanx of manual digit 3 anterior length,FOVT:0001707,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M3,,middle phalanx of manual digit 3 diaphysis breadth,FOVT:0001706,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M4,,middle phalanx of manual digit 3 proximal breadth,FOVT:0001702,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M5,,middle phalanx of manual digit 3 proximal depth,FOVT:0001714,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a2ph3 M6,,middle phalanx of manual digit 3 proximal articular surface breadth,FOVT:0001703,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M1,,distal phalanx of manual digit 3 length,OBA:0002514,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M2,,distal phalanx of manual digit 3 anterior length,FOVT:0001727,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M3,,distal phalanx of manual digit 3 diaphysis breadth,FOVT:0001726,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M4,,distal phalanx of manual digit 3 articular surface breadth,FOVT:0001724,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M5,,distal phalanx of manual digit 3 articular surface depth,FOVT:0002067,in FOVT,,,,,,,,,,,,
ray,Eisenmann,a3ph3 M6,,distal phalanx of manual digit 3 height,FOVT:0002068,in FOVT,,,,,,,,,,,,
ray,Eisenmann,tmi1 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmi1 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmi2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmi2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmi3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmi3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI1 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI1 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmI3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp2 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp3 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmp4 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm1 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm2 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M4,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M5,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,tmm3 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,tmc M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmc M6,,,,,,,,,,,,,,,,
ray,Eisenmann,tmC M1,,,,,,,,,,,,,,,,
ray,Eisenmann,tmC M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txC M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txC M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txI1 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txI1 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txI2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txI2 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txI3 M1,,,,,,,,,,,,,,,,
